star_age,log_Teff,log_L,center_h1,center_he4,he_core_mass,co_core_mass,radius
1e-05,4.615349059373585,6.39508975730295,0.7600000000000011,0.2399744591697867,0.0,0.0,30.867390825496997
2.2862375594716877e-05,4.615699833088524,6.396530167906224,0.7600000000000027,0.2399744591697893,0.0,0.0,30.868716958374257
2.3264062632491176e-05,4.615700544482844,6.396533131470115,0.7600000000000027,0.2399744591697894,0.0,0.0,30.86872115149169
2.3360901375225324e-05,4.615700799510572,6.396534177859995,0.7600000000000027,0.2399744591697894,0.0,0.0,30.868722085418128
2.3455053834570663e-05,4.6157011182022805,6.396535480118197,0.760000000000003,0.2399744591697895,0.0,0.0,30.868723062431947
2.3584680650293384e-05,4.615701525696377,6.396537142217507,0.7600000000000027,0.2399744591697894,0.0,0.0,30.868724204046327
2.376309848440285e-05,4.615701890713653,6.396538633480635,0.7600000000000027,0.2399744591697894,0.0,0.0,30.86872531264868
2.411981629606068e-05,4.6157020826909365,6.396539438974359,0.760000000000003,0.2399744591697896,0.0,0.0,30.868726648364856
2.470728802459931e-05,4.615701917972719,6.396538829608991,0.7600000000000032,0.2399744591697897,0.0,0.0,30.86872840780888
2.5471076866814485e-05,4.615701768799729,6.396538304112051,0.7600000000000032,0.2399744591697898,0.0,0.0,30.868730938004287
2.727665527519934e-05,4.615702038877564,6.396539577423406,0.7600000000000036,0.2399744591697902,0.0,0.0,30.86873779702096
3.176951214035155e-05,4.615703285694547,6.396545037756077,0.760000000000004,0.2399744591697912,0.0,0.0,30.86875460924863
4.2949177735047096e-05,4.615704808791183,6.396551952564556,0.7600000000000054,0.2399744591697934,0.0,0.0,30.86878383728852
7.07677632276399e-05,4.615704679736404,6.396551961309106,0.760000000000009,0.2399744591697991,0.0,0.0,30.868802493978272
0.0001399893058805,4.615704606283881,6.396552978246581,0.7600000000000173,0.2399744591698128,0.0,0.0,30.868849076700393
0.0003122346548947,4.615705574365181,6.396560805536294,0.7600000000000374,0.2399744591698453,0.0,0.0,30.868989632804137
0.0007408362017535,4.615707057223587,6.396568251037547,0.7600000000000838,0.2399744591699212,0.0,0.0,30.869043441660303
0.0018073340028333,4.615706282905259,6.396564041292013,0.7600000000001829,0.2399744591700832,0.0,0.0,30.86900390520219
0.0044611218112163,4.615703630835853,6.396550614014778,0.7600000000003552,0.2399744591703674,0.0,0.0,30.868903720221283
0.0110645950905717,4.615702738936488,6.3965437022170955,0.7600000000006141,0.2399744591707994,0.0,0.0,30.868784870454174
0.0274961497210574,4.615702520943155,6.396535590207265,0.7600000000010312,0.2399744591715026,0.0,0.0,30.86852756785536
0.0683831157391875,4.615703155102252,6.396522389829853,0.760000000001856,0.2399744591729014,0.0,0.0,30.867968299819584
0.1701229710214211,4.615709746586378,6.396515866803083,0.7600000000039124,0.239974459176412,0.0,0.0,30.866799511937185
0.4232842877173086,4.615727753641746,6.396506883296982,0.7600000000293896,0.2399744592180373,0.0,0.0,30.863920755415023
1.0532306552780193,4.61577470354996,6.396495954526928,0.7600000001009658,0.2399744593352481,0.0,0.0,30.856860066955495
