star_age,log_Teff,log_L,center_h1,center_he4,he_core_mass,co_core_mass
1576207.2322554446,4.660991585199607,7.45295300225261,0.1229999132148212,0.8770000577913978,0.0,0.0
1652270.4479968802,4.6056244401849025,7.454414266669119,0.078808601020181,0.9211913600359354,494.09783232797207,0.0
1711720.428655604,4.543727620133787,7.455756600159051,0.0426970720849391,0.9573028722438868,494.0978323279728,0.0
1748773.7992361048,4.493242524774736,7.456813226172952,0.0194031469737493,0.9805967696940334,494.097832327974,0.0
1766664.9952418169,4.468784349447809,7.457381482182251,0.007936160861779,0.9920637144880196,494.0978323279742,0.0
1774010.7271118464,4.459335483032694,7.457738101996765,0.0032145411239203,0.9967852795624088,494.09783232797554,0.0
1777010.2983693918,4.457833892046355,7.457990249187151,0.0013177202707079,0.9986820316625332,494.09783232797497,0.0
1778276.9286287264,4.460078963116414,7.458175131335887,0.000553279959379,0.9994463897868672,494.09783232797344,0.0
1778846.8330440917,4.463510194398786,7.458317934256205,0.0002408180204995,0.99975875910171,494.097832327974,0.0
1779128.2530904145,4.466919762563496,7.458429735714877,0.0001095573718815,0.9998899212431468,494.09783232797344,0.0
1779283.5777558654,4.469874901543635,7.458517267746463,5.195300095100649e-05,0.9999474248888895,494.0978323279738,0.0
1779378.8941059995,4.469272926319424,7.458498613187502,2.53696152748753e-05,0.9999739064967688,506.90334264905175,0.0
1779425.7364243255,4.429315000177559,7.456687993523895,0.0220493489144045,0.9779500313757692,485.03468964040417,0.0
1779432.134739646,4.4000642807446,7.45358401204372,0.0288096973986383,0.9711896993029056,451.7035331740393,0.0
1779432.13473965,4.400063904865773,7.453584100238614,0.0288096974218724,0.9711896992796588,451.80343198541374,0.0
1779432.1347396534,4.400063905850028,7.45358410109771,0.0288096974458578,0.97118969925566,451.9396576372883,0.0
1779432.1347396623,4.4000639744822605,7.453584080881083,0.0288096975057519,0.9711896991957328,452.184863810662,0.0
1779432.1347396856,4.400063920135684,7.453584081581401,0.0288096976559613,0.97118969904544,452.184863810662,0.0
1779432.1347397268,4.400063826581398,7.453584085636136,0.0288096979290564,0.9711896987721924,452.6752761574094,0.0
1779432.1347398013,4.400063646391066,7.453584102603761,0.0288096984320532,0.9711896982689112,453.5098387281836,0.0
1779432.1347399645,4.4000631887119415,7.453584155031802,0.0288096995597637,0.971189697140552,453.5098387281836,0.0
1779432.134740147,4.40006267217311,7.453584201967699,0.02880970085543,0.9711896958441292,454.45194967937493,0.0
1779432.1347403363,4.400062085083586,7.453584254003663,0.0288097022278288,0.97118969447092,454.7416096426519,0.0
1779432.1347405424,4.400061446843962,7.453584305331946,0.0288097037442216,0.9711896929536228,454.74160964265207,0.0
1779432.1347405685,4.400061347224065,7.453584316034501,0.0288097039369024,0.9711896927608268,454.74160964265207,0.0
