regime,quantity,M,branch,tau_min,tau_max,k,a_k
low M le 200,L,1,0,0.0,0.4,0,0.31454518
low M le 200,L,1,0,0.0,0.4,1,0.0786459
low M le 200,L,1,0,0.0,0.4,2,0.0022794854
low M le 200,L,1,0,0.0,0.4,3,0.0012280391
low M le 200,L,1,0,0.0,0.4,4,-0.00063044329
low M le 200,L,1,0,0.0,0.4,5,0.00047731244000000006
low M le 200,L,1,0,0.0,0.4,6,-0.00035516185
low M le 200,L,1,0,0.0,0.4,7,0.00021561157999999998
low M le 200,L,1,0,0.0,0.4,8,-0.00017873909
low M le 200,L,1,1,0.4,0.75,0,0.50761231
low M le 200,L,1,1,0.4,0.75,1,0.12291779
low M le 200,L,1,1,0.4,0.75,2,0.013564393
low M le 200,L,1,1,0.4,0.75,3,0.0021982797
low M le 200,L,1,1,0.4,0.75,4,0.00043089292
low M le 200,L,1,1,0.4,0.75,5,7.6015213e-05
low M le 200,L,1,1,0.4,0.75,6,-0.00019681249
low M le 200,L,1,1,0.4,0.75,7,-0.00026355491
low M le 200,L,1,1,0.4,0.75,8,-0.0003504521
low M le 200,L,1,2,0.75,1.0,0,0.8925741
low M le 200,L,1,2,0.75,1.0,1,0.30578998
low M le 200,L,1,2,0.75,1.0,2,0.078359618
low M le 200,L,1,2,0.75,1.0,3,0.027901522
low M le 200,L,1,2,0.75,1.0,4,0.011813056
low M le 200,L,1,2,0.75,1.0,5,0.0039912682
low M le 200,L,1,2,0.75,1.0,6,0.0019646231
low M le 200,L,1,2,0.75,1.0,7,0.0011814136
low M le 200,L,1,2,0.75,1.0,8,-0.0008779298600000001
low M le 200,L,3,0,0.0,0.4,0,2.195362
low M le 200,L,3,0,0.0,0.4,1,0.06317185
low M le 200,L,3,0,0.0,0.4,2,0.0096798693
low M le 200,L,3,0,0.0,0.4,3,-0.0046985823
low M le 200,L,3,0,0.0,0.4,4,0.0052512871
low M le 200,L,3,0,0.0,0.4,5,-0.004158725
low M le 200,L,3,0,0.0,0.4,6,0.0043650085
low M le 200,L,3,0,0.0,0.4,7,-0.0028949216
low M le 200,L,3,0,0.0,0.4,8,0.0029604094
low M le 200,L,3,1,0.4,0.75,0,2.3587978
low M le 200,L,3,1,0.4,0.75,1,0.10097953
low M le 200,L,3,1,0.4,0.75,2,0.0078447309
low M le 200,L,3,1,0.4,0.75,3,0.0007653272300000001
low M le 200,L,3,1,0.4,0.75,4,2.0396203000000005e-05
low M le 200,L,3,1,0.4,0.75,5,-9.840694799999999e-06
low M le 200,L,3,1,0.4,0.75,6,-2.1924943000000002e-05
low M le 200,L,3,1,0.4,0.75,7,6.1877774e-05
low M le 200,L,3,1,0.4,0.75,8,8.4529715e-05
low M le 200,L,3,2,0.75,1.0,0,2.6029933
low M le 200,L,3,2,0.75,1.0,1,0.14235918
low M le 200,L,3,2,0.75,1.0,2,0.0067931061
low M le 200,L,3,2,0.75,1.0,3,-0.0060376738
low M le 200,L,3,2,0.75,1.0,4,-0.0031654868
low M le 200,L,3,2,0.75,1.0,5,-0.00039921373
low M le 200,L,3,2,0.75,1.0,6,0.002387536
low M le 200,L,3,2,0.75,1.0,7,0.0029266065
low M le 200,L,3,2,0.75,1.0,8,0.0033781233
low M le 200,L,10,0,0.0,0.4,0,3.9211618
low M le 200,L,10,0,0.0,0.4,1,0.068990513
low M le 200,L,10,0,0.0,0.4,2,0.011271116
low M le 200,L,10,0,0.0,0.4,3,-0.015276157
low M le 200,L,10,0,0.0,0.4,4,0.011767363
low M le 200,L,10,0,0.0,0.4,5,-0.0084291759
low M le 200,L,10,0,0.0,0.4,6,0.0092422998
low M le 200,L,10,0,0.0,0.4,7,-0.0054727635
low M le 200,L,10,0,0.0,0.4,8,0.0048019035
low M le 200,L,10,1,0.4,0.75,0,4.0409633
low M le 200,L,10,1,0.4,0.75,1,0.049946873
low M le 200,L,10,1,0.4,0.75,2,-0.00030654938000000004
low M le 200,L,10,1,0.4,0.75,3,0.00020272727000000002
low M le 200,L,10,1,0.4,0.75,4,5.060809500000001e-05
low M le 200,L,10,1,0.4,0.75,5,-0.00022210454999999998
low M le 200,L,10,1,0.4,0.75,6,0.00035002515
low M le 200,L,10,1,0.4,0.75,7,-0.00026727553000000003
low M le 200,L,10,1,0.4,0.75,8,7.739147400000001e-05
low M le 200,L,10,2,0.75,1.0,0,4.1304505
low M le 200,L,10,2,0.75,1.0,1,0.041723831
low M le 200,L,10,2,0.75,1.0,2,0.0037595774
low M le 200,L,10,2,0.75,1.0,3,0.0023283668
low M le 200,L,10,2,0.75,1.0,4,0.0017655324
low M le 200,L,10,2,0.75,1.0,5,0.0012972791
low M le 200,L,10,2,0.75,1.0,6,0.0011519419
low M le 200,L,10,2,0.75,1.0,7,0.00064958362
low M le 200,L,10,2,0.75,1.0,8,0.00067537078
low M le 200,L,15,0,0.0,0.4,0,4.4096488
low M le 200,L,15,0,0.0,0.4,1,0.049617003
low M le 200,L,15,0,0.0,0.4,2,0.011351577
low M le 200,L,15,0,0.0,0.4,3,-0.010942204
low M le 200,L,15,0,0.0,0.4,4,0.011092588
low M le 200,L,15,0,0.0,0.4,5,-0.0086680446
low M le 200,L,15,0,0.0,0.4,6,0.0081827782
low M le 200,L,15,0,0.0,0.4,7,-0.0051558075
low M le 200,L,15,0,0.0,0.4,8,0.0046133632
low M le 200,L,15,1,0.4,0.75,0,4.5144557
low M le 200,L,15,1,0.4,0.75,1,0.051237388
low M le 200,L,15,1,0.4,0.75,2,0.0004820874
low M le 200,L,15,1,0.4,0.75,3,0.00010463121
low M le 200,L,15,1,0.4,0.75,4,3.6165346e-05
low M le 200,L,15,1,0.4,0.75,5,2.0794566e-05
low M le 200,L,15,1,0.4,0.75,6,-4.8440261e-06
low M le 200,L,15,1,0.4,0.75,7,-1.6574153000000003e-05
low M le 200,L,15,1,0.4,0.75,8,-4.2299159000000004e-05
low M le 200,L,15,2,0.75,1.0,0,4.6090348
low M le 200,L,15,2,0.75,1.0,1,0.044890918
low M le 200,L,15,2,0.75,1.0,2,0.0034532232
low M le 200,L,15,2,0.75,1.0,3,0.0017428524
low M le 200,L,15,2,0.75,1.0,4,0.0015034554
low M le 200,L,15,2,0.75,1.0,5,0.0010461321
low M le 200,L,15,2,0.75,1.0,6,0.0009693235200000001
low M le 200,L,15,2,0.75,1.0,7,0.0005515506
low M le 200,L,15,2,0.75,1.0,8,0.0005475714800000001
low M le 200,L,20,0,0.0,0.4,0,4.7298799
low M le 200,L,20,0,0.0,0.4,1,0.049914275
low M le 200,L,20,0,0.0,0.4,2,0.01201107
low M le 200,L,20,0,0.0,0.4,3,-0.010827108
low M le 200,L,20,0,0.0,0.4,4,0.011048615
low M le 200,L,20,0,0.0,0.4,5,-0.0086983664
low M le 200,L,20,0,0.0,0.4,6,0.0084520702
low M le 200,L,20,0,0.0,0.4,7,-0.0053739197
low M le 200,L,20,0,0.0,0.4,8,0.0050532043
low M le 200,L,20,1,0.4,0.75,0,4.8410325
low M le 200,L,20,1,0.4,0.75,1,0.057890837
low M le 200,L,20,1,0.4,0.75,2,0.0020160384
low M le 200,L,20,1,0.4,0.75,3,0.00037403144
low M le 200,L,20,1,0.4,0.75,4,-0.00034497233
low M le 200,L,20,1,0.4,0.75,5,-0.0004112646
low M le 200,L,20,1,0.4,0.75,6,-0.00017366341000000002
low M le 200,L,20,1,0.4,0.75,7,2.2955420000000005e-05
low M le 200,L,20,1,0.4,0.75,8,0.00021586762
low M le 200,L,20,2,0.75,1.0,0,4.9496828
low M le 200,L,20,2,0.75,1.0,1,0.051292125
low M le 200,L,20,2,0.75,1.0,2,0.0034546109
low M le 200,L,20,2,0.75,1.0,3,0.0014943711
low M le 200,L,20,2,0.75,1.0,4,0.0012020474
low M le 200,L,20,2,0.75,1.0,5,0.0008685909000000001
low M le 200,L,20,2,0.75,1.0,6,0.0007661512700000001
low M le 200,L,20,2,0.75,1.0,7,0.00047036458000000004
low M le 200,L,20,2,0.75,1.0,8,0.00043974922999999997
low M le 200,L,30,0,0.0,0.4,0,5.1465011
low M le 200,L,30,0,0.0,0.4,1,0.046554251
low M le 200,L,30,0,0.0,0.4,2,0.0092515644
low M le 200,L,30,0,0.0,0.4,3,-0.0076833182
low M le 200,L,30,0,0.0,0.4,4,0.0079178035
low M le 200,L,30,0,0.0,0.4,5,-0.0061952984
low M le 200,L,30,0,0.0,0.4,6,0.0061721009
low M le 200,L,30,0,0.0,0.4,7,-0.003999953
low M le 200,L,30,0,0.0,0.4,8,0.0038708678
low M le 200,L,30,1,0.4,0.75,0,5.2502325
low M le 200,L,30,1,0.4,0.75,1,0.054329722
low M le 200,L,30,1,0.4,0.75,2,0.0011948605
low M le 200,L,30,1,0.4,0.75,3,1.6437898000000002e-05
low M le 200,L,30,1,0.4,0.75,4,-3.1150492000000004e-05
low M le 200,L,30,1,0.4,0.75,5,-1.71209e-05
low M le 200,L,30,1,0.4,0.75,6,8.758859400000001e-05
low M le 200,L,30,1,0.4,0.75,7,5.5897220000000006e-05
low M le 200,L,30,1,0.4,0.75,8,-8.401328e-05
low M le 200,L,30,2,0.75,1.0,0,5.3546117
low M le 200,L,30,2,0.75,1.0,1,0.051870117
low M le 200,L,30,2,0.75,1.0,2,0.0041991954
low M le 200,L,30,2,0.75,1.0,3,0.0012936717
low M le 200,L,30,2,0.75,1.0,4,0.00038402617
low M le 200,L,30,2,0.75,1.0,5,8.601851500000002e-05
low M le 200,L,30,2,0.75,1.0,6,0.00044826775999999997
low M le 200,L,30,2,0.75,1.0,7,0.00034466898000000006
low M le 200,L,30,2,0.75,1.0,8,0.00039620073
low M le 200,L,50,0,0.0,0.4,0,5.6147622
low M le 200,L,50,0,0.0,0.4,1,0.045043599
low M le 200,L,50,0,0.0,0.4,2,0.0045385235
low M le 200,L,50,0,0.0,0.4,3,-0.0027990711
low M le 200,L,50,0,0.0,0.4,4,0.0031665836
low M le 200,L,50,0,0.0,0.4,5,-0.0025404857
low M le 200,L,50,0,0.0,0.4,6,0.0024902771
low M le 200,L,50,0,0.0,0.4,7,-0.0017336433
low M le 200,L,50,0,0.0,0.4,8,0.0016319624
low M le 200,L,50,1,0.4,0.75,0,5.7132688
low M le 200,L,50,1,0.4,0.75,1,0.053775543
low M le 200,L,50,1,0.4,0.75,2,0.0022709856
low M le 200,L,50,1,0.4,0.75,3,-0.0013061869
low M le 200,L,50,1,0.4,0.75,4,-0.0012020781
low M le 200,L,50,1,0.4,0.75,5,0.00036529671
low M le 200,L,50,1,0.4,0.75,6,0.00074821377
low M le 200,L,50,1,0.4,0.75,7,0.00023130853000000003
low M le 200,L,50,1,0.4,0.75,8,-0.00054722623
low M le 200,L,50,2,0.75,1.0,0,5.8083044
low M le 200,L,50,2,0.75,1.0,1,0.042250584
low M le 200,L,50,2,0.75,1.0,2,0.0019009164
low M le 200,L,50,2,0.75,1.0,3,0.00053797884
low M le 200,L,50,2,0.75,1.0,4,0.00056518286
low M le 200,L,50,2,0.75,1.0,5,0.0004965295700000001
low M le 200,L,50,2,0.75,1.0,6,0.00047819602000000004
low M le 200,L,50,2,0.75,1.0,7,0.00017295458
low M le 200,L,50,2,0.75,1.0,8,0.0001233514
low M le 200,L,100,0,0.0,0.4,0,6.1518483
low M le 200,L,100,0,0.0,0.4,1,0.035308785
low M le 200,L,100,0,0.0,0.4,2,0.0015928099
low M le 200,L,100,0,0.0,0.4,3,-0.0009025487200000001
low M le 200,L,100,0,0.0,0.4,4,0.0007963371600000001
low M le 200,L,100,0,0.0,0.4,5,-0.00063429538
low M le 200,L,100,0,0.0,0.4,6,0.00066139898
low M le 200,L,100,0,0.0,0.4,7,-0.00040165270000000003
low M le 200,L,100,0,0.0,0.4,8,0.00041694212000000007
low M le 200,L,100,1,0.4,0.75,0,6.2270768
low M le 200,L,100,1,0.4,0.75,1,0.041602265
low M le 200,L,100,1,0.4,0.75,2,0.0021503554
low M le 200,L,100,1,0.4,0.75,3,-0.0011740191
low M le 200,L,100,1,0.4,0.75,4,-0.001344034
low M le 200,L,100,1,0.4,0.75,5,0.00013138491
low M le 200,L,100,1,0.4,0.75,6,0.0007430274500000001
low M le 200,L,100,1,0.4,0.75,7,0.00051110539
low M le 200,L,100,1,0.4,0.75,8,-0.00042540350000000004
low M le 200,L,100,2,0.75,1.0,0,6.2997759
low M le 200,L,100,2,0.75,1.0,1,0.033755776
low M le 200,L,100,2,0.75,1.0,2,0.0036731689
low M le 200,L,100,2,0.75,1.0,3,0.00026040030000000004
low M le 200,L,100,2,0.75,1.0,4,-0.00071222072
low M le 200,L,100,2,0.75,1.0,5,-0.00045516769000000004
low M le 200,L,100,2,0.75,1.0,6,0.00036250094
low M le 200,L,100,2,0.75,1.0,7,0.00053025624
low M le 200,L,100,2,0.75,1.0,8,0.00048876373
low M le 200,L,150,0,0.0,0.4,0,6.4257296
low M le 200,L,150,0,0.0,0.4,1,0.029681236
low M le 200,L,150,0,0.0,0.4,2,0.0010940247
low M le 200,L,150,0,0.0,0.4,3,-0.00054055895
low M le 200,L,150,0,0.0,0.4,4,0.00048690554
low M le 200,L,150,0,0.0,0.4,5,-0.00035706362000000004
low M le 200,L,150,0,0.0,0.4,6,0.00034690841
low M le 200,L,150,0,0.0,0.4,7,-0.00021696049
low M le 200,L,150,0,0.0,0.4,8,0.00021768554
low M le 200,L,150,1,0.4,0.75,0,6.4866247
low M le 200,L,150,1,0.4,0.75,1,0.030643818
low M le 200,L,150,1,0.4,0.75,2,0.00013864498
low M le 200,L,150,1,0.4,0.75,3,0.00053684554
low M le 200,L,150,1,0.4,0.75,4,0.00055073506
low M le 200,L,150,1,0.4,0.75,5,-2.0892138000000003e-05
low M le 200,L,150,1,0.4,0.75,6,0.00019020721000000002
low M le 200,L,150,1,0.4,0.75,7,0.00014411416
low M le 200,L,150,1,0.4,0.75,8,-0.00011428754000000001
low M le 200,L,150,2,0.75,1.0,0,6.5616526
low M le 200,L,150,2,0.75,1.0,1,0.031144227
low M le 200,L,150,2,0.75,1.0,2,-0.0049044506
low M le 200,L,150,2,0.75,1.0,3,0.0043723355
low M le 200,L,150,2,0.75,1.0,4,-0.001505621
low M le 200,L,150,2,0.75,1.0,5,0.00044564243
low M le 200,L,150,2,0.75,1.0,6,0.00065477532
low M le 200,L,150,2,0.75,1.0,7,-0.00067020616
low M le 200,L,150,2,0.75,1.0,8,0.00051667518
low M le 200,L,200,0,0.0,0.4,0,6.6044905
low M le 200,L,200,0,0.0,0.4,1,0.023930246
low M le 200,L,200,0,0.0,0.4,2,0.0011493073
low M le 200,L,200,0,0.0,0.4,3,-0.00063907177
low M le 200,L,200,0,0.0,0.4,4,0.00068531959
low M le 200,L,200,0,0.0,0.4,5,-0.00054242969
low M le 200,L,200,0,0.0,0.4,6,0.0004550333400000001
low M le 200,L,200,0,0.0,0.4,7,-0.00028304873000000006
low M le 200,L,200,0,0.0,0.4,8,0.00034968554
low M le 200,L,200,1,0.4,0.75,0,6.651765
low M le 200,L,200,1,0.4,0.75,1,0.022838409
low M le 200,L,200,1,0.4,0.75,2,0.0001590036
low M le 200,L,200,1,0.4,0.75,3,-3.8784325e-05
low M le 200,L,200,1,0.4,0.75,4,1.2815212000000002e-05
low M le 200,L,200,1,0.4,0.75,5,5.711844000000001e-05
low M le 200,L,200,1,0.4,0.75,6,-1.0439151000000001e-05
low M le 200,L,200,1,0.4,0.75,7,-9.461157299999999e-06
low M le 200,L,200,1,0.4,0.75,8,-1.0368234e-06
low M le 200,L,200,2,0.75,1.0,0,6.697812
low M le 200,L,200,2,0.75,1.0,1,0.020703575
low M le 200,L,200,2,0.75,1.0,2,-0.0017919854
low M le 200,L,200,2,0.75,1.0,3,0.0014240258
low M le 200,L,200,2,0.75,1.0,4,0.00021949427000000001
low M le 200,L,200,2,0.75,1.0,5,-0.00026556138
low M le 200,L,200,2,0.75,1.0,6,0.00052491237
low M le 200,L,200,2,0.75,1.0,7,-0.00014808623000000002
low M le 200,L,200,2,0.75,1.0,8,6.0802848000000005e-05
low M le 200,R,1,0,0.0,0.4,0,-0.053377239
low M le 200,R,1,0,0.0,0.4,1,0.016904783
low M le 200,R,1,0,0.0,0.4,2,-5.8940566e-05
low M le 200,R,1,0,0.0,0.4,3,0.00076369351
low M le 200,R,1,0,0.0,0.4,4,-0.00046768587999999997
low M le 200,R,1,0,0.0,0.4,5,0.00036279237000000006
low M le 200,R,1,0,0.0,0.4,6,-0.00030447950000000003
low M le 200,R,1,0,0.0,0.4,7,0.00018001189000000002
low M le 200,R,1,0,0.0,0.4,8,-0.00016684966000000002
low M le 200,R,1,1,0.4,0.75,0,-0.010174248
low M le 200,R,1,1,0.4,0.75,1,0.029071224
low M le 200,R,1,1,0.4,0.75,2,0.0039931727
low M le 200,R,1,1,0.4,0.75,3,0.0008855435699999999
low M le 200,R,1,1,0.4,0.75,4,0.00020959077000000002
low M le 200,R,1,1,0.4,0.75,5,2.0521891000000003e-05
low M le 200,R,1,1,0.4,0.75,6,-7.9520722e-05
low M le 200,R,1,1,0.4,0.75,7,-0.00010322505
low M le 200,R,1,1,0.4,0.75,8,-0.0001258177
low M le 200,R,1,2,0.75,1.0,0,0.14390798
low M le 200,R,1,2,0.75,1.0,1,0.17374795
low M le 200,R,1,2,0.75,1.0,2,0.081363593
low M le 200,R,1,2,0.75,1.0,3,0.04235362
low M le 200,R,1,2,0.75,1.0,4,0.023694941
low M le 200,R,1,2,0.75,1.0,5,0.012233685
low M le 200,R,1,2,0.75,1.0,6,0.0073058675
low M le 200,R,1,2,0.75,1.0,7,0.0035687537
low M le 200,R,1,2,0.75,1.0,8,0.001494384
low M le 200,R,3,0,0.0,0.4,0,0.043801042
low M le 200,R,3,0,0.0,0.4,1,0.0059046884
low M le 200,R,3,0,0.0,0.4,2,0.0035700558
low M le 200,R,3,0,0.0,0.4,3,-0.0025510704
low M le 200,R,3,0,0.0,0.4,4,0.0028726977
low M le 200,R,3,0,0.0,0.4,5,-0.0022534301
low M le 200,R,3,0,0.0,0.4,6,0.0024147968
low M le 200,R,3,0,0.0,0.4,7,-0.0015820672
low M le 200,R,3,0,0.0,0.4,8,0.0016742111
low M le 200,R,3,1,0.4,0.75,0,0.065888071
low M le 200,R,3,1,0.4,0.75,1,0.016313002
low M le 200,R,3,1,0.4,0.75,2,0.0021744248
low M le 200,R,3,1,0.4,0.75,3,0.00032074564
low M le 200,R,3,1,0.4,0.75,4,3.3156819e-05
low M le 200,R,3,1,0.4,0.75,5,-4.554134e-07
low M le 200,R,3,1,0.4,0.75,6,3.9634549e-06
low M le 200,R,3,1,0.4,0.75,7,2.1444439000000004e-05
low M le 200,R,3,1,0.4,0.75,8,3.4757323e-05
low M le 200,R,3,2,0.75,1.0,0,0.12233046
low M le 200,R,3,2,0.75,1.0,1,0.042756965
low M le 200,R,3,2,0.75,1.0,2,0.0054058815
low M le 200,R,3,2,0.75,1.0,3,-0.0017150748
low M le 200,R,3,2,0.75,1.0,4,-0.00095424804
low M le 200,R,3,2,0.75,1.0,5,0.00029283400999999997
low M le 200,R,3,2,0.75,1.0,6,0.0016098668
low M le 200,R,3,2,0.75,1.0,7,0.0017431002
low M le 200,R,3,2,0.75,1.0,8,0.0016820236
low M le 200,R,10,0,0.0,0.4,0,0.14446963
low M le 200,R,10,0,0.0,0.4,1,0.0022716571
low M le 200,R,10,0,0.0,0.4,2,0.020929644
low M le 200,R,10,0,0.0,0.4,3,-0.010440937
low M le 200,R,10,0,0.0,0.4,4,0.013430216
low M le 200,R,10,0,0.0,0.4,5,-0.010569524
low M le 200,R,10,0,0.0,0.4,6,0.009927299
low M le 200,R,10,0,0.0,0.4,7,-0.0066968402
low M le 200,R,10,0,0.0,0.4,8,0.0064673077
low M le 200,R,10,1,0.4,0.75,0,0.21851364
low M le 200,R,10,1,0.4,0.75,1,0.060630637
low M le 200,R,10,1,0.4,0.75,2,0.0034516409
low M le 200,R,10,1,0.4,0.75,3,1.1176842000000001e-05
low M le 200,R,10,1,0.4,0.75,4,-8.8171793e-05
low M le 200,R,10,1,0.4,0.75,5,0.0004596188
low M le 200,R,10,1,0.4,0.75,6,-0.00049004458
low M le 200,R,10,1,0.4,0.75,7,0.00023658197
low M le 200,R,10,1,0.4,0.75,8,7.8075461e-05
low M le 200,R,10,2,0.75,1.0,0,0.34426504
low M le 200,R,10,2,0.75,1.0,1,0.063159322
low M le 200,R,10,2,0.75,1.0,2,-0.00070262657
low M le 200,R,10,2,0.75,1.0,3,-0.0036274567
low M le 200,R,10,2,0.75,1.0,4,-0.0029004021
low M le 200,R,10,2,0.75,1.0,5,-0.0018000478
low M le 200,R,10,2,0.75,1.0,6,-0.001415475
low M le 200,R,10,2,0.75,1.0,7,-0.00071992728
low M le 200,R,10,2,0.75,1.0,8,-0.00066624319
low M le 200,R,15,0,0.0,0.4,0,0.22058681
low M le 200,R,15,0,0.0,0.4,1,0.041044329
low M le 200,R,15,0,0.0,0.4,2,0.019800101
low M le 200,R,15,0,0.0,0.4,3,-0.016378541
low M le 200,R,15,0,0.0,0.4,4,0.016423392
low M le 200,R,15,0,0.0,0.4,5,-0.012524843
low M le 200,R,15,0,0.0,0.4,6,0.012309685
low M le 200,R,15,0,0.0,0.4,7,-0.0078273689
low M le 200,R,15,0,0.0,0.4,8,0.0076460458
low M le 200,R,15,1,0.4,0.75,0,0.33207154
low M le 200,R,15,1,0.4,0.75,1,0.064756924
low M le 200,R,15,1,0.4,0.75,2,0.0035766482
low M le 200,R,15,1,0.4,0.75,3,0.00051192958
low M le 200,R,15,1,0.4,0.75,4,4.1118909e-05
low M le 200,R,15,1,0.4,0.75,5,-3.3909833e-05
low M le 200,R,15,1,0.4,0.75,6,-1.6564534e-05
low M le 200,R,15,1,0.4,0.75,7,1.6553756e-05
low M le 200,R,15,1,0.4,0.75,8,5.5238815000000005e-05
low M le 200,R,15,2,0.75,1.0,0,0.47473196
low M le 200,R,15,2,0.75,1.0,1,0.07723293
low M le 200,R,15,2,0.75,1.0,2,0.0013550895
low M le 200,R,15,2,0.75,1.0,3,-0.0036279501
low M le 200,R,15,2,0.75,1.0,4,-0.0031150676
low M le 200,R,15,2,0.75,1.0,5,-0.002022527
low M le 200,R,15,2,0.75,1.0,6,-0.0015702311
low M le 200,R,15,2,0.75,1.0,7,-0.0008715736500000001
low M le 200,R,15,2,0.75,1.0,8,-0.00080257761
low M le 200,R,20,0,0.0,0.4,0,0.2915033
low M le 200,R,20,0,0.0,0.4,1,0.05322644
low M le 200,R,20,0,0.0,0.4,2,0.0093876556
low M le 200,R,20,0,0.0,0.4,3,-0.0075286236
low M le 200,R,20,0,0.0,0.4,4,0.0098066832
low M le 200,R,20,0,0.0,0.4,5,-0.008000359
low M le 200,R,20,0,0.0,0.4,6,0.0089893535
low M le 200,R,20,0,0.0,0.4,7,-0.0059108925
low M le 200,R,20,0,0.0,0.4,8,0.0063508916
low M le 200,R,20,1,0.4,0.75,0,0.41500402
low M le 200,R,20,1,0.4,0.75,1,0.069017959
low M le 200,R,20,1,0.4,0.75,2,0.001853259
low M le 200,R,20,1,0.4,0.75,3,-0.00037319537000000003
low M le 200,R,20,1,0.4,0.75,4,0.0007950058800000001
low M le 200,R,20,1,0.4,0.75,5,0.0013190603
low M le 200,R,20,1,0.4,0.75,6,0.00051757321
low M le 200,R,20,1,0.4,0.75,7,-3.9790217e-06
low M le 200,R,20,1,0.4,0.75,8,-0.00065533939
low M le 200,R,20,2,0.75,1.0,0,0.58044008
low M le 200,R,20,2,0.75,1.0,1,0.10040637
low M le 200,R,20,2,0.75,1.0,2,0.0058940523
low M le 200,R,20,2,0.75,1.0,3,-0.0027815728
low M le 200,R,20,2,0.75,1.0,4,-0.0032360853
low M le 200,R,20,2,0.75,1.0,5,-0.0019362118
low M le 200,R,20,2,0.75,1.0,6,-0.0017767577
low M le 200,R,20,2,0.75,1.0,7,-0.0008558777600000001
low M le 200,R,20,2,0.75,1.0,8,-0.00085864964
low M le 200,R,30,0,0.0,0.4,0,0.39334766
low M le 200,R,30,0,0.0,0.4,1,0.056616803
low M le 200,R,30,0,0.0,0.4,2,0.0030106875
low M le 200,R,30,0,0.0,0.4,3,-0.0017085663
low M le 200,R,30,0,0.0,0.4,4,0.0038181335
low M le 200,R,30,0,0.0,0.4,5,-0.0033567738
low M le 200,R,30,0,0.0,0.4,6,0.0043103853
low M le 200,R,30,0,0.0,0.4,7,-0.0028925133
low M le 200,R,30,0,0.0,0.4,8,0.0033372802
low M le 200,R,30,1,0.4,0.75,0,0.52396743
low M le 200,R,30,1,0.4,0.75,1,0.078636482
low M le 200,R,30,1,0.4,0.75,2,0.006923999
low M le 200,R,30,1,0.4,0.75,3,0.00081557557
low M le 200,R,30,1,0.4,0.75,4,8.689222900000001e-05
low M le 200,R,30,1,0.4,0.75,5,0.00010920885000000001
low M le 200,R,30,1,0.4,0.75,6,4.7664477e-05
low M le 200,R,30,1,0.4,0.75,7,3.7952303e-05
low M le 200,R,30,1,0.4,0.75,8,3.9666903e-06
low M le 200,R,30,2,0.75,1.0,0,0.72061157
low M le 200,R,30,2,0.75,1.0,1,0.11978251
low M le 200,R,30,2,0.75,1.0,2,0.0076195824
low M le 200,R,30,2,0.75,1.0,3,-0.0031399659
low M le 200,R,30,2,0.75,1.0,4,-0.0029920092
low M le 200,R,30,2,0.75,1.0,5,-0.0017736004
low M le 200,R,30,2,0.75,1.0,6,-0.0014056284
low M le 200,R,30,2,0.75,1.0,7,-0.00093113368
low M le 200,R,30,2,0.75,1.0,8,-0.00077255961
low M le 200,R,50,0,0.0,0.4,0,0.52444134
low M le 200,R,50,0,0.0,0.4,1,0.062965791
low M le 200,R,50,0,0.0,0.4,2,-0.0011849019
low M le 200,R,50,0,0.0,0.4,3,0.0028557213
low M le 200,R,50,0,0.0,0.4,4,-0.0010095033
low M le 200,R,50,0,0.0,0.4,5,0.00039473885
low M le 200,R,50,0,0.0,0.4,6,0.00017250890000000002
low M le 200,R,50,0,0.0,0.4,7,-0.00030802866000000003
low M le 200,R,50,0,0.0,0.4,8,0.0004965026100000001
low M le 200,R,50,1,0.4,0.75,0,0.66394106
low M le 200,R,50,1,0.4,0.75,1,0.080627026
low M le 200,R,50,1,0.4,0.75,2,0.0059174331
low M le 200,R,50,1,0.4,0.75,3,0.0019699338
low M le 200,R,50,1,0.4,0.75,4,0.0014899361
low M le 200,R,50,1,0.4,0.75,5,-0.00028396273
low M le 200,R,50,1,0.4,0.75,6,-0.00058542768
low M le 200,R,50,1,0.4,0.75,7,-0.00024262728999999999
low M le 200,R,50,1,0.4,0.75,8,0.00071459175
low M le 200,R,50,2,0.75,1.0,0,0.88199341
low M le 200,R,50,2,0.75,1.0,1,0.14346917
low M le 200,R,50,2,0.75,1.0,2,0.014038698
low M le 200,R,50,2,0.75,1.0,3,-0.0016017717
low M le 200,R,50,2,0.75,1.0,4,-0.0028025461
low M le 200,R,50,2,0.75,1.0,5,-0.00212174
low M le 200,R,50,2,0.75,1.0,6,-0.0014466808
low M le 200,R,50,2,0.75,1.0,7,-0.0009959261
low M le 200,R,50,2,0.75,1.0,8,-0.00083721426
low M le 200,R,100,0,0.0,0.4,0,0.6992761
low M le 200,R,100,0,0.0,0.4,1,0.065435144
low M le 200,R,100,0,0.0,0.4,2,-0.0022606488
low M le 200,R,100,0,0.0,0.4,3,0.0038266673
low M le 200,R,100,0,0.0,0.4,4,-0.0023649832
low M le 200,R,100,0,0.0,0.4,5,0.0014524905
low M le 200,R,100,0,0.0,0.4,6,-0.0010599344
low M le 200,R,100,0,0.0,0.4,7,0.00059433047
low M le 200,R,100,0,0.0,0.4,8,-0.00039722114
low M le 200,R,100,1,0.4,0.75,0,0.85748238
low M le 200,R,100,1,0.4,0.75,1,0.10335503
